Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-06,TSLA,Sell Call,395.0,+9.2%,1.47,44.4%,0.0977,51.8,,17.0%,2026-04-15,Good
2026-04-06,TSLA,Sell Call,400.0,+10.6%,1.02,44.3%,0.0679,53.9,,11.6%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,345.0,-4.6%,3.95,40.2%,-0.2241,38.9,,41.8%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,340.0,-6.0%,3.05,42.2%,-0.1747,42.5,,32.7%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,2.45,44.0%,-0.1349,46.3,,26.7%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,2.45,44.0%,-0.1349,46.3,,26.7%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,330.0,-8.7%,1.93,45.8%,-0.1037,49.9,,21.3%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,325.0,-10.1%,1.51,47.8%,-0.0798,53.3,,17.0%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,380.0,+5.1%,5.25,46.7%,0.2787,40.2,,50.4%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,382.5,+5.8%,4.55,46.1%,0.2481,41.8,,43.4%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,387.5,+7.2%,3.30,45.2%,0.1922,45.1,,31.1%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,390.0,+7.9%,2.98,45.4%,0.1706,46.9,,27.9%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,395.0,+9.2%,2.02,44.4%,0.1254,50.5,,18.7%,2026-04-17,Good
2026-04-06,TSLA,Sell Call,397.5,+9.9%,1.76,44.4%,0.1089,52.4,,16.2%,2026-04-17,Good
2026-04-06,TSLA,Sell Put,340.0,-6.0%,6.70,47.5%,-0.2500,41.0,,42.3%,2026-04-24,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,5.65,49.1%,-0.2132,44.6,,36.2%,2026-04-24,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,5.65,49.1%,-0.2132,44.6,,36.2%,2026-04-24,Good
2026-04-06,TSLA,Sell Put,330.0,-8.7%,4.80,50.6%,-0.1808,48.2,,31.2%,2026-04-24,Good
2026-04-06,TSLA,Sell Put,325.0,-10.1%,3.90,51.4%,-0.1498,51.5,,25.8%,2026-04-24,Good
2026-04-06,TSLA,Sell Call,390.0,+7.9%,6.80,51.4%,0.2723,44.6,,37.4%,2026-04-24,Good
2026-04-06,TSLA,Sell Call,395.0,+9.2%,5.35,50.2%,0.2295,48.1,,29.1%,2026-04-24,Good
2026-04-06,TSLA,Sell Call,400.0,+10.6%,4.35,50.1%,0.1956,50.1,,23.3%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,200.0,-5.7%,1.24,41.7%,-0.1577,42.7,,28.3%,2026-04-15,Wide
2026-04-06,AMZN,Sell Put,200.0,-5.7%,1.24,41.7%,-0.1577,42.7,,28.3%,2026-04-15,Wide
2026-04-06,AMZN,Sell Put,202.5,-4.5%,2.27,39.8%,-0.2234,38.7,,40.9%,2026-04-17,Good
2026-04-06,AMZN,Sell Put,200.0,-5.7%,1.78,40.8%,-0.1769,41.8,,32.5%,2026-04-17,Good
2026-04-06,AMZN,Sell Put,197.5,-6.9%,1.35,41.5%,-0.1367,44.9,,24.9%,2026-04-17,Good
2026-04-06,AMZN,Sell Put,195.0,-8.1%,1.06,42.8%,-0.1065,48.1,,19.8%,2026-04-17,Good
2026-04-06,AMZN,Sell Put,200.0,-5.7%,2.60,39.2%,-0.2217,39.1,,27.9%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,200.0,-5.7%,2.60,39.2%,-0.2217,39.1,,27.9%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,195.0,-8.1%,1.76,40.9%,-0.1524,45.7,,19.4%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,195.0,-8.1%,1.76,40.9%,-0.1524,45.7,,19.4%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,195.0,-8.1%,1.76,40.9%,-0.1524,45.7,,19.4%,2026-04-24,Good
2026-04-06,AMZN,Sell Put,190.0,-10.4%,1.17,43.3%,-0.1055,51.1,,13.2%,2026-04-24,Good
2026-04-06,AMZN,Sell Call,225.0,+6.1%,1.14,27.9%,0.1816,39.1,,10.9%,2026-04-24,Good
2026-04-06,AMZN,Sell Call,225.0,+6.1%,1.14,27.9%,0.1816,39.1,,10.9%,2026-04-24,Good
2026-04-06,AMZN,Sell Call,225.0,+6.1%,1.14,27.9%,0.1816,39.1,,10.9%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,170.0,-3.7%,1.03,32.8%,-0.1768,38.3,,36.9%,2026-04-13,Good
2026-04-06,NVDA,Sell Put,170.0,-3.7%,1.48,34.6%,-0.2193,36.8,,39.7%,2026-04-15,Good
2026-04-06,NVDA,Sell Put,167.5,-5.1%,1.39,36.7%,-0.1815,39.7,,30.3%,2026-04-17,Good
2026-04-06,NVDA,Sell Put,165.0,-6.5%,1.01,38.0%,-0.1314,43.6,,22.3%,2026-04-17,Good
2026-04-06,NVDA,Sell Put,165.0,-6.5%,1.01,38.0%,-0.1314,43.6,,22.3%,2026-04-17,Good
2026-04-06,NVDA,Sell Call,185.0,+4.8%,1.30,32.9%,0.2071,38.0,,25.6%,2026-04-17,Good
2026-04-06,NVDA,Sell Put,170.0,-3.7%,2.76,34.4%,-0.2842,33.2,,34.9%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,165.0,-6.5%,1.69,36.8%,-0.1800,41.2,,22.0%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,165.0,-6.5%,1.69,36.8%,-0.1800,41.2,,22.0%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,160.0,-9.3%,1.05,39.6%,-0.1123,49.2,,14.1%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,160.0,-9.3%,1.05,39.6%,-0.1123,49.2,,14.1%,2026-04-24,Good
2026-04-06,NVDA,Sell Put,160.0,-9.3%,1.05,39.6%,-0.1123,49.2,,14.1%,2026-04-24,Good
2026-04-06,NVDA,Sell Call,185.0,+4.8%,2.18,33.2%,0.2774,35.2,,25.3%,2026-04-24,Good
2026-04-06,NVDA,Sell Call,185.0,+4.8%,2.18,33.2%,0.2774,35.2,,25.3%,2026-04-24,Good
2026-04-06,NVDA,Sell Call,190.0,+7.7%,1.03,31.7%,0.1560,43.7,,11.6%,2026-04-24,Good
2026-04-06,NVDA,Sell Call,190.0,+7.7%,1.03,31.7%,0.1560,43.7,,11.6%,2026-04-24,Good
2026-04-06,NVDA,Sell Call,190.0,+7.7%,1.03,31.7%,0.1560,43.7,,11.6%,2026-04-24,Good
