Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-02,NVDA,Sell Put,157.5,-9.6%,1.43,49.0%,-0.1316,50.9,,23.7%,2026-04-17,Good
2026-04-02,NVDA,Sell Put,157.5,-9.6%,1.43,49.0%,-0.1316,50.9,,23.7%,2026-04-17,Good
2026-04-02,NVDA,Sell Call,182.5,+4.8%,1.28,28.3%,0.2183,35.9,,18.3%,2026-04-17,Good
2026-04-02,NVDA,Sell Put,165.0,-5.3%,3.85,45.3%,-0.2810,38.0,,40.6%,2026-04-24,Good
2026-04-02,NVDA,Sell Put,165.0,-5.3%,3.85,45.3%,-0.2810,38.0,,40.6%,2026-04-24,Good
2026-04-02,NVDA,Sell Put,160.0,-8.2%,2.63,46.7%,-0.2001,45.6,,28.6%,2026-04-24,Good
2026-04-02,NVDA,Sell Put,160.0,-8.2%,2.63,46.7%,-0.2001,45.6,,28.6%,2026-04-24,Good
2026-04-02,NVDA,Sell Put,160.0,-8.2%,2.63,46.7%,-0.2001,45.6,,28.6%,2026-04-24,Good
2026-04-02,NVDA,Sell Put,155.0,-11.0%,1.80,48.9%,-0.1404,50.7,,20.2%,2026-04-24,Good
2026-04-02,NVDA,Sell Call,185.0,+6.2%,1.53,29.5%,0.2192,38.4,,14.4%,2026-04-24,Good
2026-04-02,NVDA,Sell Call,185.0,+6.2%,1.53,29.5%,0.2192,38.4,,14.4%,2026-04-24,Good
2026-04-02,NVDA,Sell Call,185.0,+6.2%,1.53,29.5%,0.2192,38.4,,14.4%,2026-04-24,Good
