Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-13,NVDA,Sell Put,180.0,-4.8%,1.56,35.8%,-0.1905,38.8,,31.6%,2026-04-24,Good
2026-04-13,NVDA,Sell Put,177.5,-6.1%,1.15,37.2%,-0.1413,42.4,,23.6%,2026-04-24,Good
2026-04-13,NVDA,Sell Call,197.5,+4.5%,1.19,29.8%,0.2007,36.8,,22.0%,2026-04-24,Good
2026-04-13,NVDA,Sell Put,180.0,-4.8%,2.56,36.1%,-0.2435,36.4,,30.5%,2026-05-01,Good
2026-04-13,NVDA,Sell Put,180.0,-4.8%,2.56,36.1%,-0.2435,36.4,,30.5%,2026-05-01,Good
2026-04-13,NVDA,Sell Put,175.0,-7.4%,1.58,38.0%,-0.1567,43.8,,19.4%,2026-05-01,Good
2026-04-13,NVDA,Sell Put,175.0,-7.4%,1.58,38.0%,-0.1567,43.8,,19.4%,2026-05-01,Good
2026-04-13,NVDA,Sell Call,200.0,+5.8%,1.63,31.2%,0.2204,38.1,,17.5%,2026-05-01,Good
2026-04-13,NVDA,Sell Call,200.0,+5.8%,1.63,31.2%,0.2204,38.1,,17.5%,2026-05-01,Good
2026-04-13,NVDA,Sell Call,200.0,+5.8%,1.63,31.2%,0.2204,38.1,,17.5%,2026-05-01,Good
