Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-14,AMZN,Sell Call,260.0,+5.2%,4.75,44.8%,0.3183,37.5,,41.7%,2026-05-01,Good
2026-04-14,AMZN,Sell Call,265.0,+7.2%,3.45,45.2%,0.2521,42.7,,29.7%,2026-05-01,Good
2026-04-14,AMZN,Sell Call,265.0,+7.2%,3.45,45.2%,0.2521,42.7,,29.7%,2026-05-01,Good
2026-04-14,AMZN,Sell Call,270.0,+9.3%,2.52,45.3%,0.1937,48.2,,21.3%,2026-05-01,Good
2026-04-14,AMZN,Sell Call,270.0,+9.3%,2.52,45.3%,0.1937,48.2,,21.3%,2026-05-01,Good
2026-04-14,NVDA,Sell Put,182.5,-5.5%,1.09,35.3%,-0.1415,41.2,,24.2%,2026-04-24,Good
2026-04-14,NVDA,Sell Put,182.5,-5.5%,1.09,35.3%,-0.1415,41.2,,24.2%,2026-04-24,Good
2026-04-14,NVDA,Sell Put,185.0,-4.2%,2.60,34.8%,-0.2550,35.0,,32.1%,2026-05-01,Good
2026-04-14,NVDA,Sell Put,180.0,-6.8%,1.56,36.3%,-0.1600,42.4,,19.8%,2026-05-01,Good
2026-04-14,NVDA,Sell Put,180.0,-6.8%,1.56,36.3%,-0.1600,42.4,,19.8%,2026-05-01,Good
2026-04-14,NVDA,Sell Put,180.0,-6.8%,1.56,36.3%,-0.1600,42.4,,19.8%,2026-05-01,Good
2026-04-14,NVDA,Sell Call,205.0,+6.1%,1.45,31.1%,0.1983,39.4,,16.1%,2026-05-01,Good
2026-04-14,NVDA,Sell Call,205.0,+6.1%,1.45,31.1%,0.1983,39.4,,16.1%,2026-05-01,Good
2026-04-14,NVDA,Sell Call,205.0,+6.1%,1.45,31.1%,0.1983,39.4,,16.1%,2026-05-01,Good
