Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-16,AMZN,Sell Call,270.0,+9.3%,2.64,41.6%,0.2075,47.0,,17.0%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,190.0,-4.7%,1.31,37.3%,-0.1661,40.6,,36.0%,2026-04-24,Good
2026-04-16,NVDA,Sell Put,190.0,-4.7%,2.55,37.8%,-0.2390,37.2,,35.0%,2026-05-01,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,1.56,39.4%,-0.1518,44.1,,22.0%,2026-05-01,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,1.56,39.4%,-0.1518,44.1,,22.0%,2026-05-01,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,1.56,39.4%,-0.1518,44.1,,22.0%,2026-05-01,Good
2026-04-16,NVDA,Sell Call,210.0,+5.4%,1.42,29.8%,0.2025,37.7,,17.6%,2026-05-01,Good
2026-04-16,NVDA,Sell Call,210.0,+5.4%,1.42,29.8%,0.2025,37.7,,17.6%,2026-05-01,Good
2026-04-16,NVDA,Sell Put,190.0,-4.7%,3.55,37.9%,-0.2734,35.5,,32.5%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,2.32,38.6%,-0.1889,42.5,,21.8%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,2.32,38.6%,-0.1889,42.5,,21.8%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,185.0,-7.2%,2.32,38.6%,-0.1889,42.5,,21.8%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,180.0,-9.7%,1.52,40.1%,-0.1277,49.4,,14.7%,2026-05-08,Good
2026-04-16,NVDA,Sell Put,180.0,-9.7%,1.52,40.1%,-0.1277,49.4,,14.7%,2026-05-08,Good
2026-04-16,NVDA,Sell Call,210.0,+5.4%,2.29,30.5%,0.2619,35.8,,19.0%,2026-05-08,Good
2026-04-16,NVDA,Sell Call,210.0,+5.4%,2.29,30.5%,0.2619,35.8,,19.0%,2026-05-08,Good
2026-04-16,NVDA,Sell Call,215.0,+7.9%,1.35,30.8%,0.1708,43.4,,10.9%,2026-05-08,Good
2026-04-16,NVDA,Sell Call,215.0,+7.9%,1.35,30.8%,0.1708,43.4,,10.9%,2026-05-08,Good
2026-04-16,NVDA,Sell Call,215.0,+7.9%,1.35,30.8%,0.1708,43.4,,10.9%,2026-05-08,Good
