Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-22,AMZN,Sell Put,232.5,-8.0%,2.46,58.5%,-0.1540,51.0,,48.3%,2026-05-01,Good
2026-04-22,AMZN,Sell Put,230.0,-9.0%,2.04,59.1%,-0.1283,53.2,,40.5%,2026-05-01,Good
2026-04-22,AMZN,Sell Put,227.5,-10.0%,1.68,59.7%,-0.1062,55.3,,33.7%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,265.0,+4.8%,4.90,58.3%,0.3108,44.0,,84.4%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,267.5,+5.8%,4.05,57.7%,0.2713,45.4,,69.1%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,270.0,+6.8%,3.50,57.6%,0.2360,47.5,,59.1%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,272.5,+7.8%,2.92,57.4%,0.2031,49.4,,48.9%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,275.0,+8.8%,2.48,57.1%,0.1728,51.7,,41.1%,2026-05-01,Good
2026-04-22,AMZN,Sell Call,277.5,+9.8%,2.05,56.8%,0.1453,53.9,,33.7%,2026-05-01,Good
2026-04-22,AMZN,Sell Put,240.0,-5.0%,4.30,51.7%,-0.2617,41.5,,59.5%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,240.0,-5.0%,4.30,51.7%,-0.2617,41.5,,59.5%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,235.0,-7.0%,3.05,52.3%,-0.1940,46.0,,43.1%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,235.0,-7.0%,3.05,52.3%,-0.1940,46.0,,43.1%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,230.0,-9.0%,2.14,53.3%,-0.1397,50.8,,30.9%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,225.0,-11.0%,1.49,54.3%,-0.0976,53.3,,22.0%,2026-05-04,Good
2026-04-22,AMZN,Sell Call,265.0,+4.8%,4.95,51.8%,0.3209,39.9,,62.0%,2026-05-04,Good
2026-04-22,AMZN,Sell Call,270.0,+6.8%,3.60,52.1%,0.2520,44.3,,44.2%,2026-05-04,Good
2026-04-22,AMZN,Sell Call,270.0,+6.8%,3.60,52.1%,0.2520,44.3,,44.2%,2026-05-04,Good
2026-04-22,AMZN,Sell Call,275.0,+8.8%,2.31,51.0%,0.1859,49.0,,27.9%,2026-05-04,Wide
2026-04-22,AMZN,Sell Call,275.0,+8.8%,2.31,51.0%,0.1859,49.0,,27.9%,2026-05-04,Wide
2026-04-22,AMZN,Sell Call,280.0,+10.8%,1.76,51.2%,0.1376,52.3,,20.9%,2026-05-04,Good
2026-04-22,AMZN,Sell Put,240.0,-5.0%,4.90,48.0%,-0.2739,39.3,,49.7%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,237.5,-6.0%,4.15,48.7%,-0.2420,41.6,,42.5%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,235.0,-7.0%,3.55,48.7%,-0.2097,44.1,,36.8%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,232.5,-8.0%,3.00,49.4%,-0.1830,46.6,,31.4%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,230.0,-9.0%,2.57,49.9%,-0.1578,49.2,,27.2%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,225.0,-11.0%,1.81,50.3%,-0.1131,51.9,,19.6%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,265.0,+4.8%,5.65,49.0%,0.3419,37.5,,51.9%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,267.5,+5.8%,4.85,49.1%,0.3086,39.8,,44.1%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,270.0,+6.8%,4.35,48.3%,0.2728,42.4,,39.2%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,272.5,+7.8%,3.55,49.1%,0.2463,44.7,,31.7%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,275.0,+8.8%,3.05,48.3%,0.2143,47.3,,27.0%,2026-05-08,Good
2026-04-22,AMZN,Sell Call,277.5,+9.8%,2.58,48.6%,0.1897,49.9,,22.6%,2026-05-08,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,1.39,40.1%,-0.1583,42.4,,33.4%,2026-05-01,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,1.39,40.1%,-0.1583,42.4,,33.4%,2026-05-01,Good
2026-04-22,NVDA,Sell Put,187.5,-6.8%,1.02,41.0%,-0.1153,45.6,,24.8%,2026-05-01,Good
2026-04-22,NVDA,Sell Call,210.0,+4.4%,1.25,32.1%,0.1928,38.1,,27.2%,2026-05-01,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,1.56,38.0%,-0.1800,40.3,,27.2%,2026-05-04,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,1.56,38.0%,-0.1800,40.3,,27.2%,2026-05-04,Good
2026-04-22,NVDA,Sell Call,210.0,+4.4%,1.46,31.1%,0.2268,36.0,,23.1%,2026-05-04,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,2.34,38.5%,-0.2143,39.2,,30.0%,2026-05-08,Good
2026-04-22,NVDA,Sell Put,190.0,-5.5%,2.34,38.5%,-0.2143,39.2,,30.0%,2026-05-08,Good
2026-04-22,NVDA,Sell Put,187.5,-6.8%,1.84,39.2%,-0.1721,42.6,,23.9%,2026-05-08,Good
2026-04-22,NVDA,Sell Put,185.0,-8.0%,1.48,40.3%,-0.1387,46.0,,19.5%,2026-05-08,Good
2026-04-22,NVDA,Sell Put,182.5,-9.2%,1.16,41.2%,-0.1099,49.4,,15.5%,2026-05-08,Good
2026-04-22,NVDA,Sell Call,210.0,+4.4%,2.31,32.5%,0.2756,34.6,,26.8%,2026-05-08,Good
2026-04-22,NVDA,Sell Call,212.5,+5.7%,1.70,32.2%,0.2169,38.3,,19.5%,2026-05-08,Good
2026-04-22,NVDA,Sell Call,215.0,+6.9%,1.26,32.3%,0.1689,42.1,,14.3%,2026-05-08,Good
