Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-03,AMZN,Sell Put,190.0,-9.4%,1.43,39.3%,-0.1249,48.8,,13.7%,2026-04-24,Good
2026-04-03,AMZN,Sell Call,220.0,+4.9%,2.31,30.1%,0.2737,34.4,,19.2%,2026-04-24,Good
2026-04-03,AMZN,Sell Call,220.0,+4.9%,2.31,30.1%,0.2737,34.4,,19.2%,2026-04-24,Good
2026-04-03,AMZN,Sell Call,225.0,+7.3%,1.19,29.2%,0.1712,41.9,,9.7%,2026-04-24,Good
2026-04-03,AMZN,Sell Call,225.0,+7.3%,1.19,29.2%,0.1712,41.9,,9.7%,2026-04-24,Good
2026-04-03,AMZN,Sell Put,200.0,-4.7%,6.05,45.5%,-0.3165,35.4,,40.9%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,4.60,47.6%,-0.2555,41.7,,31.9%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,4.60,47.6%,-0.2555,41.7,,31.9%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,4.60,47.6%,-0.2555,41.7,,31.9%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,190.0,-9.4%,3.45,48.9%,-0.2007,48.0,,24.5%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,190.0,-9.4%,3.45,48.9%,-0.2007,48.0,,24.5%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,220.0,+4.9%,5.60,42.3%,0.3728,33.7,,34.4%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,220.0,+4.9%,5.60,42.3%,0.3728,33.7,,34.4%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,225.0,+7.3%,3.90,40.8%,0.2937,40.1,,23.4%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,225.0,+7.3%,3.90,40.8%,0.2937,40.1,,23.4%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,230.0,+9.6%,2.65,39.5%,0.2210,46.9,,15.6%,2026-05-01,Good
2026-04-03,AMZN,Sell Call,230.0,+9.6%,2.65,39.5%,0.2210,46.9,,15.6%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,167.5,-5.6%,1.56,36.4%,-0.1853,39.8,,26.1%,2026-04-17,Good
2026-04-03,NVDA,Sell Put,167.5,-5.6%,1.56,36.4%,-0.1853,39.8,,26.1%,2026-04-17,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,1.17,37.5%,-0.1396,43.7,,19.9%,2026-04-17,Good
2026-04-03,NVDA,Sell Put,170.0,-4.2%,2.93,35.0%,-0.2763,34.0,,31.5%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,1.85,37.1%,-0.1818,42.0,,20.5%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,1.85,37.1%,-0.1818,42.0,,20.5%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,1.85,37.1%,-0.1818,42.0,,20.5%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,160.0,-9.8%,1.15,39.2%,-0.1148,49.9,,13.1%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,160.0,-9.8%,1.15,39.2%,-0.1148,49.9,,13.1%,2026-04-24,Good
2026-04-03,NVDA,Sell Call,185.0,+4.3%,2.38,30.4%,0.3028,32.7,,23.5%,2026-04-24,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.15,29.1%,0.1755,41.5,,11.0%,2026-04-24,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.15,29.1%,0.1755,41.5,,11.0%,2026-04-24,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.15,29.1%,0.1755,41.5,,11.0%,2026-04-24,Good
2026-04-03,NVDA,Sell Put,170.0,-4.2%,3.90,36.3%,-0.3024,33.1,,31.0%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,2.67,38.0%,-0.2155,41.0,,21.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,2.67,38.0%,-0.2155,41.0,,21.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,165.0,-7.0%,2.67,38.0%,-0.2155,41.0,,21.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,160.0,-9.8%,1.77,39.7%,-0.1485,48.9,,15.0%,2026-05-01,Good
2026-04-03,NVDA,Sell Put,160.0,-9.8%,1.77,39.7%,-0.1485,48.9,,15.0%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,185.0,+4.3%,3.45,32.8%,0.3501,31.4,,25.2%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.96,31.2%,0.2344,39.9,,13.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.96,31.2%,0.2344,39.9,,13.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,190.0,+7.1%,1.96,31.2%,0.2344,39.9,,13.9%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,195.0,+9.9%,1.03,30.4%,0.1446,48.5,,7.1%,2026-05-01,Good
2026-04-03,NVDA,Sell Call,195.0,+9.9%,1.03,30.4%,0.1446,48.5,,7.1%,2026-05-01,Good
