Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.05,53.3%,-0.0020,52.2,,11.1%,2026-03-27,Wide
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.05,53.3%,-0.0020,52.2,,11.1%,2026-03-27,Wide
2026-03-26,NVDA,Sell Put,162.5,-9.1%,0.03,58.2%,-0.0009,53.9,,6.7%,2026-03-27,Wide
2026-03-26,NVDA,Sell Put,160.0,-10.4%,0.03,66.4%,-0.0007,55.9,,6.8%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,187.5,+4.9%,0.05,35.2%,0.0046,47.6,,9.7%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.03,40.2%,0.0019,49.2,,5.8%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.03,40.2%,0.0019,49.2,,5.8%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,192.5,+7.7%,0.01,43.0%,0.0005,51.6,,1.9%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.01,49.6%,0.0004,54.9,,1.9%,2026-03-27,Wide
2026-03-26,NVDA,Sell Call,197.5,+10.5%,0.00,51.6%,0.0001,50.0,,0.0%,2026-03-27,Wide
2026-03-26,NVDA,Sell Put,170.0,-4.9%,0.48,37.7%,-0.0689,46.1,,34.4%,2026-03-30,Good
2026-03-26,NVDA,Sell Put,170.0,-4.9%,0.48,37.7%,-0.0689,46.1,,34.4%,2026-03-30,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.17,42.2%,-0.0173,51.3,,12.5%,2026-03-30,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.17,42.2%,-0.0173,51.3,,12.5%,2026-03-30,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.17,42.2%,-0.0173,51.3,,12.5%,2026-03-30,Good
2026-03-26,NVDA,Sell Put,160.0,-10.4%,0.08,48.1%,-0.0052,55.6,,6.1%,2026-03-30,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.10,30.3%,0.0136,47.2,,6.4%,2026-03-30,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.10,30.3%,0.0136,47.2,,6.4%,2026-03-30,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.10,30.3%,0.0136,47.2,,6.4%,2026-03-30,Good
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.03,34.4%,0.0028,53.3,,1.9%,2026-03-30,Wide
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.03,34.4%,0.0028,53.3,,1.9%,2026-03-30,Wide
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.03,34.4%,0.0028,53.3,,1.9%,2026-03-30,Wide
2026-03-26,NVDA,Sell Put,170.0,-4.9%,0.93,39.8%,-0.1343,43.6,,39.9%,2026-04-01,Good
2026-03-26,NVDA,Sell Put,170.0,-4.9%,0.93,39.8%,-0.1343,43.6,,39.9%,2026-04-01,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.43,43.5%,-0.0545,50.3,,19.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.43,43.5%,-0.0545,50.3,,19.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Put,165.0,-7.7%,0.43,43.5%,-0.0545,50.3,,19.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Put,160.0,-10.4%,0.20,47.8%,-0.0219,56.0,,9.1%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.26,31.0%,0.0486,46.2,,10.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.26,31.0%,0.0486,46.2,,10.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,190.0,+6.3%,0.26,31.0%,0.0486,46.2,,10.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.08,32.9%,0.0128,53.7,,3.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.08,32.9%,0.0128,53.7,,3.0%,2026-04-01,Good
2026-03-26,NVDA,Sell Call,195.0,+9.1%,0.08,32.9%,0.0128,53.7,,3.0%,2026-04-01,Good
