Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-15,TSLA,Sell Put,340.0,-10.4%,6.65,49.8%,-0.1894,49.7,,24.6%,2026-05-15,Good
2026-04-15,AMZN,Sell Call,260.0,+4.8%,1.30,31.7%,0.1724,39.0,,22.8%,2026-04-24,Good
2026-04-15,AMZN,Sell Put,235.0,-5.3%,4.45,47.8%,-0.2633,39.7,,46.1%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,235.0,-5.3%,4.45,47.8%,-0.2633,39.7,,46.1%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,230.0,-7.3%,3.25,48.8%,-0.2005,44.8,,34.4%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,230.0,-7.3%,3.25,48.8%,-0.2005,44.8,,34.4%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,225.0,-9.3%,2.34,49.8%,-0.1487,50.0,,25.3%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,225.0,-9.3%,2.34,49.8%,-0.1487,50.0,,25.3%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,260.0,+4.8%,5.55,48.6%,0.3439,37.2,,51.9%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,265.0,+6.8%,4.10,48.6%,0.2757,42.0,,37.6%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,265.0,+6.8%,4.10,48.6%,0.2757,42.0,,37.6%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,270.0,+8.8%,3.05,48.6%,0.2164,47.3,,27.5%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,270.0,+8.8%,3.05,48.6%,0.2164,47.3,,27.5%,2026-05-01,Good
2026-04-15,AMZN,Sell Call,275.0,+10.8%,2.26,48.7%,0.1661,50.7,,20.0%,2026-05-01,Good
2026-04-15,AMZN,Sell Put,235.0,-5.3%,5.25,44.8%,-0.2814,37.6,,37.1%,2026-05-08,Good
2026-04-15,AMZN,Sell Put,235.0,-5.3%,5.25,44.8%,-0.2814,37.6,,37.1%,2026-05-08,Good
2026-04-15,AMZN,Sell Put,230.0,-7.3%,3.95,45.2%,-0.2211,43.0,,28.5%,2026-05-08,Good
2026-04-15,AMZN,Sell Put,230.0,-7.3%,3.95,45.2%,-0.2211,43.0,,28.5%,2026-05-08,Good
2026-04-15,AMZN,Sell Put,225.0,-9.3%,2.92,45.9%,-0.1703,48.4,,21.5%,2026-05-08,Good
2026-04-15,AMZN,Sell Put,225.0,-9.3%,2.92,45.9%,-0.1703,48.4,,21.5%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,260.0,+4.8%,6.50,44.9%,0.3672,34.7,,41.5%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,265.0,+6.8%,4.90,45.4%,0.3068,39.8,,30.7%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,265.0,+6.8%,4.90,45.4%,0.3068,39.8,,30.7%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,270.0,+8.8%,3.70,44.7%,0.2468,45.3,,22.7%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,270.0,+8.8%,3.70,44.7%,0.2468,45.3,,22.7%,2026-05-08,Good
2026-04-15,AMZN,Sell Call,275.0,+10.8%,2.75,45.3%,0.2008,48.8,,16.6%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,190.0,-4.8%,1.20,34.4%,-0.1581,39.7,,28.8%,2026-04-24,Good
2026-04-15,NVDA,Sell Put,190.0,-4.8%,2.29,35.0%,-0.2267,36.8,,29.3%,2026-05-01,Good
2026-04-15,NVDA,Sell Put,190.0,-4.8%,2.29,35.0%,-0.2267,36.8,,29.3%,2026-05-01,Good
2026-04-15,NVDA,Sell Put,185.0,-7.3%,1.40,37.0%,-0.1424,43.9,,18.4%,2026-05-01,Good
2026-04-15,NVDA,Sell Put,185.0,-7.3%,1.40,37.0%,-0.1424,43.9,,18.4%,2026-05-01,Good
2026-04-15,NVDA,Sell Call,210.0,+5.3%,1.91,32.5%,0.2371,37.0,,22.1%,2026-05-01,Good
2026-04-15,NVDA,Sell Call,210.0,+5.3%,1.91,32.5%,0.2371,37.0,,22.1%,2026-05-01,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.07,32.9%,0.1446,44.6,,12.1%,2026-05-01,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.07,32.9%,0.1446,44.6,,12.1%,2026-05-01,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.07,32.9%,0.1446,44.6,,12.1%,2026-05-01,Good
2026-04-15,NVDA,Sell Put,190.0,-4.8%,3.20,35.1%,-0.2601,35.3,,27.9%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,190.0,-4.8%,3.20,35.1%,-0.2601,35.3,,27.9%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,185.0,-7.3%,2.07,36.3%,-0.1776,42.5,,18.6%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,185.0,-7.3%,2.07,36.3%,-0.1776,42.5,,18.6%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,180.0,-9.8%,1.35,38.0%,-0.1186,49.5,,12.4%,2026-05-08,Good
2026-04-15,NVDA,Sell Put,180.0,-9.8%,1.35,38.0%,-0.1186,49.5,,12.4%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,210.0,+5.3%,2.85,33.0%,0.2892,35.3,,22.5%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,210.0,+5.3%,2.85,33.0%,0.2892,35.3,,22.5%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.79,33.2%,0.1999,42.7,,13.8%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.79,33.2%,0.1999,42.7,,13.8%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,215.0,+7.8%,1.79,33.2%,0.1999,42.7,,13.8%,2026-05-08,Good
2026-04-15,NVDA,Sell Call,220.0,+10.3%,1.09,33.3%,0.1316,49.5,,8.2%,2026-05-08,Good
