Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-17,AMZN,Sell Put,235.0,-8.0%,4.00,42.1%,-0.2078,43.9,,23.0%,2026-05-15,Good
2026-04-17,AMZN,Sell Put,235.0,-8.0%,4.00,42.1%,-0.2078,43.9,,23.0%,2026-05-15,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.98,42.7%,-0.1612,49.2,,17.5%,2026-05-15,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.98,42.7%,-0.1612,49.2,,17.5%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,5.50,38.9%,0.3296,36.0,,27.5%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,5.50,38.9%,0.3296,36.0,,27.5%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,4.20,38.9%,0.2693,41.5,,20.6%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,4.20,38.9%,0.2693,41.5,,20.6%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,3.10,38.8%,0.2157,47.0,,15.0%,2026-05-15,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,3.10,38.8%,0.2157,47.0,,15.0%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,1.49,32.7%,-0.1741,38.7,,22.0%,2026-05-01,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,1.49,32.7%,-0.1741,38.7,,22.0%,2026-05-01,Good
2026-04-17,NVDA,Sell Call,210.0,+4.7%,2.13,34.1%,0.2569,36.1,,28.5%,2026-05-01,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.09,33.3%,0.1485,43.5,,14.2%,2026-05-01,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.09,33.3%,0.1485,43.5,,14.2%,2026-05-01,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.09,33.3%,0.1485,43.5,,14.2%,2026-05-01,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,2.32,32.9%,-0.2180,37.0,,22.3%,2026-05-08,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,2.32,32.9%,-0.2180,37.0,,22.3%,2026-05-08,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,1.50,34.8%,-0.1430,44.2,,14.8%,2026-05-08,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,1.50,34.8%,-0.1430,44.2,,14.8%,2026-05-08,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,1.50,34.8%,-0.1430,44.2,,14.8%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,210.0,+4.7%,3.20,34.7%,0.3120,34.0,,27.8%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.93,33.9%,0.2116,41.4,,16.4%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.93,33.9%,0.2116,41.4,,16.4%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,1.93,33.9%,0.2116,41.4,,16.4%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,220.0,+9.7%,1.11,33.6%,0.1355,48.8,,9.2%,2026-05-08,Good
2026-04-17,NVDA,Sell Call,220.0,+9.7%,1.11,33.6%,0.1355,48.8,,9.2%,2026-05-08,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,3.10,33.0%,-0.2450,36.0,,22.1%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,190.0,-5.3%,3.10,33.0%,-0.2450,36.0,,22.1%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,2.03,34.0%,-0.1681,43.3,,14.8%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,2.03,34.0%,-0.1681,43.3,,14.8%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,185.0,-7.8%,2.03,34.0%,-0.1681,43.3,,14.8%,2026-05-15,Good
2026-04-17,NVDA,Sell Put,180.0,-10.3%,1.35,35.7%,-0.1144,49.6,,10.1%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,210.0,+4.7%,4.05,34.6%,0.3445,32.7,,26.1%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,2.71,34.1%,0.2539,40.0,,17.0%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,2.71,34.1%,0.2539,40.0,,17.0%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,215.0,+7.2%,2.71,34.1%,0.2539,40.0,,17.0%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,220.0,+9.7%,1.73,33.7%,0.1784,47.4,,10.6%,2026-05-15,Good
2026-04-17,NVDA,Sell Call,220.0,+9.7%,1.73,33.7%,0.1784,47.4,,10.6%,2026-05-15,Good
