Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-20,TSLA,Sell Put,355.0,-8.9%,2.31,52.6%,-0.1047,52.1,,29.7%,2026-04-29,Good
2026-04-20,TSLA,Sell Put,350.0,-10.2%,1.80,53.9%,-0.0801,54.7,,23.5%,2026-04-29,Good
2026-04-20,TSLA,Sell Call,412.5,+5.8%,7.00,60.1%,0.2815,46.3,,77.4%,2026-04-29,Good
2026-04-20,TSLA,Sell Call,417.5,+7.1%,5.80,60.3%,0.2386,48.7,,63.4%,2026-04-29,Good
2026-04-20,TSLA,Sell Call,420.0,+7.7%,5.30,60.5%,0.2189,50.0,,57.6%,2026-04-29,Good
2026-04-20,TSLA,Sell Call,425.0,+9.0%,4.40,60.9%,0.1839,52.7,,47.2%,2026-04-29,Good
2026-04-20,TSLA,Sell Call,430.0,+10.3%,3.60,61.1%,0.1523,54.9,,38.2%,2026-04-29,Good
2026-04-20,TSLA,Sell Put,370.0,-5.1%,5.85,49.6%,-0.2440,42.0,,57.7%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,367.5,-5.7%,5.15,49.4%,-0.2181,43.3,,51.1%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,362.5,-7.0%,4.10,50.3%,-0.1760,46.3,,41.3%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,357.5,-8.3%,3.20,50.9%,-0.1387,49.4,,32.7%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,355.0,-8.9%,2.84,51.4%,-0.1232,51.0,,29.2%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,350.0,-10.2%,2.23,52.4%,-0.0965,53.6,,23.3%,2026-05-01,Good
2026-04-20,TSLA,Sell Call,417.5,+7.1%,6.65,58.6%,0.2597,46.9,,58.1%,2026-05-01,Good
2026-04-20,TSLA,Sell Call,420.0,+7.7%,6.05,58.5%,0.2398,48.2,,52.6%,2026-05-01,Good
2026-04-20,TSLA,Sell Call,425.0,+9.0%,5.00,58.5%,0.2034,51.1,,42.9%,2026-05-01,Good
2026-04-20,TSLA,Sell Call,430.0,+10.3%,4.20,59.0%,0.1731,53.4,,35.7%,2026-05-01,Good
2026-04-20,TSLA,Sell Put,365.0,-6.4%,6.25,45.9%,-0.2303,41.7,,36.8%,2026-05-08,Good
2026-04-20,TSLA,Sell Put,365.0,-6.4%,6.25,45.9%,-0.2303,41.7,,36.8%,2026-05-08,Good
2026-04-20,TSLA,Sell Put,360.0,-7.7%,5.15,46.7%,-0.1939,45.1,,30.7%,2026-05-08,Good
2026-04-20,TSLA,Sell Put,355.0,-8.9%,4.20,47.4%,-0.1614,48.4,,25.4%,2026-05-08,Good
2026-04-20,TSLA,Sell Put,350.0,-10.2%,3.40,48.1%,-0.1331,51.3,,20.9%,2026-05-08,Good
2026-04-20,TSLA,Sell Call,425.0,+9.0%,6.80,53.1%,0.2493,47.7,,34.4%,2026-05-08,Good
2026-04-20,TSLA,Sell Call,430.0,+10.3%,5.80,53.1%,0.2181,50.3,,29.0%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,260.0,+5.9%,2.22,49.9%,0.2336,43.0,,39.0%,2026-04-29,Wide
2026-04-20,AMZN,Sell Call,260.0,+5.9%,2.22,49.9%,0.2336,43.0,,39.0%,2026-04-29,Wide
2026-04-20,AMZN,Sell Call,265.0,+8.0%,1.30,48.9%,0.1569,48.5,,22.4%,2026-04-29,Wide
2026-04-20,AMZN,Sell Call,265.0,+8.0%,1.30,48.9%,0.1569,48.5,,22.4%,2026-04-29,Wide
2026-04-20,AMZN,Sell Put,232.5,-5.3%,3.65,50.6%,-0.2403,42.5,,57.3%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,230.0,-6.3%,3.10,51.2%,-0.2045,44.9,,49.2%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,227.5,-7.3%,2.58,51.9%,-0.1729,47.2,,41.4%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,225.0,-8.3%,2.17,52.8%,-0.1455,49.7,,35.2%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,222.5,-9.3%,1.85,53.7%,-0.1222,52.2,,30.3%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,220.0,-10.4%,1.52,54.4%,-0.1007,53.8,,25.2%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,257.5,+4.9%,5.25,56.8%,0.3270,41.9,,74.4%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,260.0,+5.9%,4.55,56.1%,0.2881,43.9,,63.9%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,262.5,+6.9%,3.80,55.8%,0.2528,45.9,,52.8%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,265.0,+8.0%,3.25,55.8%,0.2214,48.2,,44.8%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,267.5,+9.0%,2.73,55.0%,0.1886,50.6,,37.3%,2026-05-01,Good
2026-04-20,AMZN,Sell Call,270.0,+10.0%,2.30,55.2%,0.1628,53.0,,31.1%,2026-05-01,Good
2026-04-20,AMZN,Sell Put,235.0,-4.3%,4.85,43.1%,-0.2948,35.8,,44.3%,2026-05-08,Good
2026-04-20,AMZN,Sell Put,230.0,-6.3%,3.50,44.5%,-0.2267,41.1,,32.7%,2026-05-08,Good
2026-04-20,AMZN,Sell Put,230.0,-6.3%,3.50,44.5%,-0.2267,41.1,,32.7%,2026-05-08,Good
2026-04-20,AMZN,Sell Put,225.0,-8.3%,2.60,45.5%,-0.1686,46.7,,24.8%,2026-05-08,Good
2026-04-20,AMZN,Sell Put,225.0,-8.3%,2.60,45.5%,-0.1686,46.7,,24.8%,2026-05-08,Good
2026-04-20,AMZN,Sell Put,220.0,-10.4%,1.79,46.9%,-0.1241,51.1,,17.5%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,260.0,+5.9%,5.20,48.7%,0.3182,39.4,,42.9%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,260.0,+5.9%,5.20,48.7%,0.3182,39.4,,42.9%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,265.0,+8.0%,3.85,48.3%,0.2545,44.5,,31.2%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,265.0,+8.0%,3.85,48.3%,0.2545,44.5,,31.2%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,270.0,+10.0%,2.83,47.9%,0.1985,49.9,,22.5%,2026-05-08,Good
2026-04-20,AMZN,Sell Call,270.0,+10.0%,2.83,47.9%,0.1985,49.9,,22.5%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,190.0,-4.1%,1.25,32.6%,-0.1783,37.8,,30.0%,2026-04-29,Good
2026-04-20,NVDA,Sell Put,187.5,-5.4%,1.29,35.4%,-0.1583,40.4,,25.1%,2026-05-01,Good
2026-04-20,NVDA,Sell Put,187.5,-5.4%,1.29,35.4%,-0.1583,40.4,,25.1%,2026-05-01,Good
2026-04-20,NVDA,Sell Call,207.5,+4.7%,1.72,34.8%,0.2288,37.6,,30.3%,2026-05-01,Good
2026-04-20,NVDA,Sell Call,210.0,+6.0%,1.17,34.1%,0.1658,41.2,,20.3%,2026-05-01,Good
2026-04-20,NVDA,Sell Put,190.0,-4.1%,2.61,33.3%,-0.2554,34.4,,29.5%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,185.0,-6.7%,1.63,35.2%,-0.1647,41.7,,18.9%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,185.0,-6.7%,1.63,35.2%,-0.1647,41.7,,18.9%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,180.0,-9.2%,1.03,37.5%,-0.1038,48.8,,12.3%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,180.0,-9.2%,1.03,37.5%,-0.1038,48.8,,12.3%,2026-05-08,Good
2026-04-20,NVDA,Sell Put,180.0,-9.2%,1.03,37.5%,-0.1038,48.8,,12.3%,2026-05-08,Good
2026-04-20,NVDA,Sell Call,210.0,+6.0%,2.10,34.1%,0.2368,38.5,,21.5%,2026-05-08,Good
2026-04-20,NVDA,Sell Call,210.0,+6.0%,2.10,34.1%,0.2368,38.5,,21.5%,2026-05-08,Good
2026-04-20,NVDA,Sell Call,210.0,+6.0%,2.10,34.1%,0.2368,38.5,,21.5%,2026-05-08,Good
2026-04-20,NVDA,Sell Call,215.0,+8.5%,1.13,33.5%,0.1453,46.0,,11.3%,2026-05-08,Good
2026-04-20,NVDA,Sell Call,215.0,+8.5%,1.13,33.5%,0.1453,46.0,,11.3%,2026-05-08,Good
